TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Offence Against a Person,2020,5,18,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,14,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,8,29,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,12,26,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,25,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,1,24,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,2,27,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,10,22,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,1,5,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,2,29,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,24,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,31,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,6,18,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,17,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,8,1,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,8,26,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,9,5,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,9,7,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,9,8,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,2,14,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,1,5,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,1,6,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,3,8,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,31,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,13,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,1,5,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,8,13,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,12,20,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,5,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,6,4,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,2,15,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,6,20,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,2,9,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,25,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,11,2,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,11,29,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,12,15,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,10,13,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,10,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,17,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,4,10,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,30,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,30,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,4,19,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,9,18,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,11,4,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,3,21,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,1,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,10,15,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,11,7,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,2,12,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,6,21,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,4,29,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,8,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,24,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,9,23,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,1,25,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,12,13,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,3,18,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,6,30,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,2,3,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,3,6,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,8,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,23,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,9,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,9,4,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,6,27,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,5,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,10,26,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,2,6,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,6,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,9,30,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,1,4,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,3,1,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,4,6,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,4,6,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,1,16,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,2,5,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,10,1,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,9,19,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,10,13,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,6,8,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,10,29,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,24,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,12,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,6,27,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,4,26,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,12,6,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,1,11,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,1,13,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,3,13,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,8,4,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,27,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,8,25,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,2,4,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,2,28,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,8,25,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,11,1,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,3,31,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,8,2,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,12,23,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,9,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,1,3,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,17,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,25,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,18,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,2,20,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,1,5,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,9,14,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,11,1,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,11,1,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,1,22,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,2,14,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,2,21,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,8,13,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,8,17,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,3,14,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,9,15,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,28,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,1,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,10,27,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,28,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,6,27,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,1,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,10,31,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,14,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,2,16,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,2,21,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,2,1,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,3,21,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,4,17,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,3,21,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,4,24,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,2,5,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,2,17,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,3,17,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,5,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,16,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,6,14,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,9,5,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,12,5,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,6,2,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,3,24,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,1,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,2,15,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,10,2,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,4,11,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,1,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,18,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,25,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,15,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,22,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,23,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,8,14,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,12,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,6,25,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,23,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,1,20,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,14,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,2,23,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,3,26,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,13,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,3,4,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,4,8,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,4,21,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,1,4,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,4,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,18,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,9,23,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,12,5,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,21,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,6,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,10,8,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,9,22,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,8,16,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,8,23,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,11,14,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,1,17,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,10,14,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,11,24,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,1,17,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,8,6,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,4,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,21,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,9,16,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,1,15,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,6,30,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,6,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,6,20,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,3,7,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,9,9,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,24,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,26,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,6,25,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,19,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,11,14,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,1,3,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,16,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,15,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,26,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,22,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,10,14,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,9,3,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,9,3,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,10,25,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,1,7,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,8,20,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,4,4,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,26,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,8,1,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,4,6,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,2,1,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,6,24,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,20,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,1,21,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,11,6,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,25,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,12,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,6,24,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,2,2,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,10,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,3,21,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,3,8,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,4,5,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,11,12,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,2,19,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,4,11,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,4,21,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,4,25,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,11,6,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,12,3,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,12,21,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,2,1,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,4,20,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,3,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,9,22,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,11,27,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,11,26,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,10,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,9,10,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,24,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,16,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,12,6,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,12,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,12,3,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,3,13,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,10,16,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,6,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,10,1,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,2,3,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,2,3,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,1,21,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,6,20,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,6,9,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,17,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,30,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,8,2,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,1,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,1,4,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,1,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,6,24,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,6,17,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,6,24,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,16,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,25,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,2,29,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,6,6,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,7,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,3,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,8,10,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,2,18,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,6,27,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,9,24,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,12,26,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,9,1,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,9,9,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,12,11,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,6,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,5,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,8,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,2,18,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,8,13,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,8,30,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,20,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,20,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,29,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,11,21,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,1,14,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,10,1,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,12,5,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,12,25,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,2,9,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,11,11,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,19,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,2,5,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,2,18,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,23,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,12,11,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,2,16,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,1,11,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,9,11,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,10,3,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,4,11,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,4,13,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,25,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,5,23,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,19,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,8,8,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,8,8,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2021,1,21,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,12,18,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,3,17,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,8,6,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,7,6,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,2,12,0,0,OFFSET TO PROTECT PRIVACY,,0,0
Offence Against a Person,2020,9,7,0,0,OFFSET TO PROTECT PRIVACY,,0,0
